"","FID","Shape *","Serial","Lat","Long","GWL18","Type","Aspect","Curvature","Drainage_density","Elevation","Distance_from_stream","Lithology","Plan_curvature","Profile_curvature","Slope_degree","SPI1","STI1","TWI1","TRI","Sy"
"1",18,"Point",19,24.9753,90.484,6.5,"BADC",161.565,-0.108158,0.139488,15,3306.54,6,0,0.108158,0.744795,6.967606,12.263293,11.353083,11.6619,0.060038
"2",19,"Point",20,24.9696,90.4214,6.5,"BADC",135,0,0.129343,16,2241.78,6,0,0,0.333097,4.689982,1.958954,10.411777,12,0.067077
"3",25,"Point",26,24.8895,90.4715,6.5,"BADC",153.435,-0.108158,0.086179,14,3661.97,6,0,0.108158,1.05324,5.461828,6.177608,9.224769,7.74597,0.071021
"4",26,"Point",27,24.8627,90.2892,5.95,"BADC",270,0.648945,0.072602,16,210,14,0,-0.648945,7.49418,5.480577,3.022029,5.46816,15.5885,0.086087
"5",29,"Point",30,24.847,90.5415,5.35,"BADC",-1,0,0.087897,13,3354.1,5,0,0,0,1.144731,0.083679,9.798127,5.19615,0.069981
"6",30,"Point",31,24.8352,90.3659,6.2,"BADC",-1,0,0.062633,18,4636.43,6,0,0,0,2.531025,0.192243,11.184421,12.3288,0.081
"7",33,"Point",34,24.8116,90.6111,5.55,"BADC",135,0,0.066671,15,2596,16,0,0,0.333097,1.917393,0.371152,7.639188,10.9545,0.071629
"8",42,"Point",43,24.7416,90.6304,5.1,"BADC",18.4349,-0.108158,0.042049,13,180,16,0,0.108158,0.744795,3.278726,1.340822,7.664203,13.8564,0.076679
"9",46,"Point",47,24.7017,90.4797,5.2,"BADC",239.036,0.108158,0.077392,19,997.246,14,0.064894,-0.043263,1.37315,3.141791,1.82245,6.414992,12.3288,0.079486
"10",49,"Point",50,24.707,90.4376,6.2,"BADC",-1,0,0.079783,15,1548.71,14,0,0,0,6.882915,2.617288,15.536311,11.6619,0.077865
"11",52,"Point",53,24.6934,90.6851,6.2,"BADC",-1,0,0.058803,13,7385.24,16,0,0,0,2.531025,0.192243,11.184421,10.9545,0.074543
"12",90,"Point",91,24.5203,90.3217,13.3,"BADC",-1,0,0.110679,13,1629.97,6,0,0,0,5.178972,0.94155,13.832368,7.48331,0.050513
"13",105,"Point",106,24.4093,90.4681,14.66,"BADC",225,0.108158,0.141074,14,2270.7,6,0,-0.108158,0.333097,1.917393,0.371152,7.639188,8.66025,0.048476
"14",147,"Point",148,24.1776,90.1119,5.4,"BADC",36.8699,0,0.112362,11,1755.7,20,0.118973,0.118973,2.35405,3.652519,3.537306,5.904655,12.49,0.060204
"15",151,"Point",152,24.1553,90.0465,4.85,"BADC",-1,0,0.107547,11,3143.56,16,0,0,0,1.837878,0.126833,10.491274,6.9282,0.075245
"16",192,"Point",193,24.9384,91.7777,6.73,"BADC",-1,0,0.087142,13,7393.22,16,0,0,0,1.144731,0.083679,9.798127,12.4499,0.029996
"17",193,"Point",194,24.9311,91.8065,5.88,"BADC",26.5651,-0.108158,0.067153,18,8529.4,16,-0.216315,-0.108158,1.05324,4.283173,3.045722,8.046114,15.1987,0.030977
"18",199,"Point",200,24.8828,91.8418,7.11,"BADC",78.6901,-0.108158,0.021982,21,7170.25,16,-0.064894,0.043263,1.20084,3.01735,1.550384,6.539385,17.4356,0.032136
"19",201,"Point",202,24.8734,91.8559,7.36,"BADC",146.31,0.108158,0.019472,22,7878.36,16,0.086526,-0.021632,1.69799,3.341166,2.361172,6.215725,18.735,0.032136
"20",206,"Point",207,24.8485,91.8456,7.64,"BADC",130.914,-0.757103,0.020469,15,6143.78,16,-0.23362,0.523482,4.66496,6.109526,6.7776,7.032865,20,0.03234
"21",213,"Point",214,24.8069,91.8556,8.63,"BADC",78.6901,-0.216315,0.029894,14,8246.24,16,0,0.216315,1.20084,5.214574,5.794085,8.736609,14.2829,0.032674
"22",215,"Point",216,24.7929,91.8193,6.5,"BADC",180,0.108158,0.044928,16,6649.59,16,0,-0.108158,0.471065,2.193949,0.531715,7.362647,21.2368,0.031543
"23",257,"Point",258,24.6483,89.596,5.3,"BADC",-1,0,0.132663,21,6118.82,6,0,0,0,0.451584,0.055207,9.10498,16.9411,0.072241
"24",261,"Point",262,24.6293,89.5743,5.2,"BADC",270,-0.324473,0.117976,17,3107.57,6,-0.216315,0.108158,1.41294,4.554749,4.334464,7.774634,13.9642,0.065009
"25",276,"Point",277,24.6138,88.838,6.8,"BADC",108.435,-0.324473,0.124161,16,4323.85,6,-0.216315,0.108158,0.744795,4.377338,2.592053,8.762816,8.24621,0.047348
"26",278,"Point",279,24.6077,88.8282,6.9,"BADC",26.5651,-0.108158,0.124264,18,5032.94,6,0,0.108158,1.05324,2.896878,1.325728,6.659819,12,0.043686
"27",283,"Point",284,24.5888,88.6092,6.54,"BADC",353.66,0.108158,0.090135,21,4770,5,0,-0.108158,2.1319,3.557527,3.127024,5.999542,14.3178,0.021032
"28",288,"Point",289,24.558,88.6827,6.8,"BADC",135,0,0.106228,20,1741.55,5,0.027039,0.027039,0.999202,3.947487,2.407885,7.806423,12.6491,0.028474
"29",294,"Point",295,24.5294,88.6145,6.3,"BADC",120.964,-0.216315,0.07785,20,810,6,-0.081118,0.135197,1.37315,4.528086,4.186891,7.801286,16.9411,0.019696
"30",298,"Point",299,24.5223,88.5806,6.9,"BADC",-1,0,0.065701,18,1749.29,5,0,0,0,1.550196,0.106726,10.203592,12.6491,0.016252
"31",303,"Point",304,24.5089,88.626,6.93,"BADC",326.31,0.108158,0.081436,24,1565.18,6,0.086526,-0.021632,1.69799,3.341166,2.361172,6.215725,16.2481,0.021746
"32",304,"Point",305,24.5067,89.4581,5.95,"BADC",135,0,0.048352,16,6442.74,3,0,0,0.333097,3.303688,0.852684,9.025483,14.6969,0.039988
"33",306,"Point",307,24.5041,88.6604,6.7,"BADC",90,-0.108158,0.078373,18,3863.6,6,0,0.108158,0.471065,2.887096,0.805929,8.055794,8.7178,0.02345
"34",320,"Point",321,24.4661,88.7557,7.23,"BADC",315,0,0.061053,17,1281.6,16,0,0,0.666172,4.097317,2.046379,8.678181,12.3288,0.031189
"35",323,"Point",324,24.4617,88.8418,7.4,"BADC",-1,0,0.082368,20,3084.75,16,0,0,0,0.451584,0.055207,9.10498,10.5357,0.032957
"36",340,"Point",341,24.4287,88.7884,7.45,"BADC",244.983,0.108158,0.05508,19,3660.74,16,0.227504,0.119346,3.89285,4.140294,6.655913,5.41789,13.9642,0.033389
"37",343,"Point",344,24.4197,88.7874,6.8,"BADC",198.435,0,0.051032,20,4414.39,16,0.070302,0.070302,2.23338,4.700651,6.404638,7.053689,12.6491,0.034579
"38",346,"Point",347,24.4187,89.6094,6.12,"BADC",180,0,0.08955,14,1288.25,6,0,0,0.471065,3.580243,1.22156,8.748941,14.2829,0.075513
"39",354,"Point",355,24.3884,89.5442,6,"BADC",66.8014,0.324473,0.084281,20,4096.95,6,0.064894,-0.259578,1.79322,3.392811,2.524966,6.164116,15.6525,0.06351
"40",357,"Point",358,24.3737,88.7771,6.83,"BADC",94.3987,0,0.041009,20,5876.4,6,0,0,3.0681,4.601467,7.470775,6.34241,14.3178,0.037398
"41",362,"Point",363,24.3647,88.7596,6.55,"BADC",135,-0.216315,0.028512,19,5665.79,6,-0.108158,0.108158,1.33216,5.946773,9.616043,9.276424,14.6629,0.039382
"42",367,"Point",368,24.3486,88.8451,7,"BADC",63.4349,-0.108158,0.038152,18,7252.62,6,0,0.108158,1.05324,2.896878,1.325728,6.659819,10.8167,0.038856
"43",383,"Point",384,24.2825,88.7742,7.2,"BADC",270,-0.108158,0.005297,20,3380.38,4,0,0.108158,0.942067,5.19338,4.898529,9.159084,11.3578,0.04544
"44",384,"Point",385,24.2805,89.5449,5.8,"BADC",225,-0.216315,0.141977,13,4178.52,6,0,0,0.666172,5.260468,4.112218,9.841332,13.4164,0.068923
"45",386,"Point",387,24.2609,88.7984,7.3,"BADC",18.4349,0.216315,0.007938,23,11313.5,6,0.108158,-0.108158,2.97667,3.878977,4.744939,5.678547,18.1384,0.044408
"46",388,"Point",389,24.271,88.8974,7.45,"BADC",198.435,0.324473,0.029941,19,4625.55,16,0.216315,-0.108158,0.744795,2.585579,0.884613,6.971056,10.8167,0.03948
"47",404,"Point",405,24.141,89.647,8.965,"BADC",225,-0.216315,0.198499,10,4560,6,-0.081118,0.135197,0.999202,3.947487,2.407885,7.806423,6.63325,0.084037
"48",418,"Point",419,24.2274,90.0635,5.4,"BADC",71.565,-0.216315,0.112179,13,1368.54,5,-0.07571,0.140605,2.97667,4.572125,7.191983,6.371694,12.49,0.072343
"49",444,"Point",445,25.1365,90.9111,7.5,"BADC",-1,0,0.051264,13,7978.08,7,0,0,0,2.397494,0.177442,11.05089,9,0.022263
"50",457,"Point",458,25.1029,90.8914,7.7,"BADC",-1,0,0.073549,9,3861.74,5,0,0,0,9.510054,12.659681,18.16345,6.32456,0.02366
"51",468,"Point",469,25.077,90.06,6.65,"BADC",26.5651,0.108158,0.077078,23,1745.42,5,0,-0.108158,1.05324,2.896878,1.325728,6.659819,17.3494,0.099905
"52",480,"Point",481,25.0313,90.9343,7.85,"BADC",-1,0,0.093959,7,120,5,0,0,0,1.837878,0.126833,10.491274,8.48528,0.028318
"53",482,"Point",483,25.0296,90.7602,7.5,"BADC",126.87,0,0.111279,12,4170,7,0.054079,0.054079,2.35405,3.652519,3.537306,5.904655,12.9615,0.030388
"54",492,"Point",493,25.0019,90.2327,6.25,"BADC",336.801,0.108158,0.109499,17,3134.53,5,0.108158,0,1.79322,3.392811,2.524966,6.164116,8.24621,0.082368
"55",525,"Point",526,24.9281,90.7129,18.3,"BADC",270,-0.108158,0.137639,11,3834.49,6,0,0.108158,0.471065,3.292561,1.027901,8.461259,11.6189,0.045735
"56",533,"Point",534,24.9093,89.9454,7.85,"BADC",45,-0.216315,0.095105,21,2514.46,6,-0.054079,0.162236,1.33216,6.204602,11.224852,9.534253,13.2665,0.110061
"57",552,"Point",553,24.8371,89.9799,7.45,"BADC",-1,0,0.076309,20,5526.03,20,0,0,0,1.550196,0.106726,10.203592,11.3578,0.10612
"58",558,"Point",559,24.8377,89.9498,7.45,"BADC",108.435,-0.108158,0.078364,21,7588.81,6,0,0.108158,0.744795,2.585579,0.884613,6.971056,14.6629,0.107692
"59",565,"Point",566,24.7997,90.0923,5.49,"BADC",45,-0.108158,0.087076,17,4310.41,20,0,0.108158,0.333097,2.61054,0.562562,8.332336,8.48528,0.096771
"60",573,"Point",574,24.7574,89.8543,7.7,"BADC",270,-0.108158,0.141091,18,3311.57,6,0,0.108158,0.471065,11.442259,2.6522,16.610957,12.6491,0.105536
"61",577,"Point",578,24.7066,90.9322,7.7,"BADC",329.036,0,0.115096,12,5266.77,16,0.027039,0.027039,1.37315,6.948454,3.2989,10.221654,15.4919,0.051234
"62",582,"Point",583,24.6855,90.9279,7.5,"BADC",-1,-0.216315,0.118116,9,4136.63,16,0,0,0,5.133715,0.916328,13.787111,9.38083,0.052601
"63",587,"Point",588,24.6652,90.9195,7.3,"BADC",225,0,0.131798,12,2013.58,16,0,0,0.333097,4.114618,1.387068,9.836413,12,0.055843
"64",589,"Point",590,24.6144,91.0167,7.67,"BADC",90,-0.216315,0.174759,7,4667.87,5,0,0.216315,1.41294,3.861602,2.85968,7.081487,7.14143,0.050332
"65",592,"Point",593,24.6097,91.1419,7.65,"BADC",188.13,0,0.149366,7,234.307,5,0,0,1.66504,3.322658,2.305093,6.234221,6.7082,0.03421
"66",593,"Point",594,24.5781,90.9312,11.35,"BADC",338.199,0.108158,0.134454,10,1682.41,16,0.129789,0.021632,2.53517,3.723821,3.880154,5.833447,11.4891,0.062786
"67",599,"Point",600,24.5335,91.1249,7.65,"BADC",-1,0,0.17069,7,2043.53,5,0,0,0,3.81888,0.416328,12.472276,7.14143,0.038911
"68",600,"Point",601,24.5426,91.0111,7.75,"BADC",146.31,0.108158,0.154978,7,1171.54,16,0.129789,0.021632,1.69799,3.341166,2.361172,6.215725,5.2915,0.055058
"69",603,"Point",604,24.5321,90.8441,7.8,"BADC",135,0,0.122243,10,870,16,-0.027039,-0.027039,0.999202,2.848875,1.245555,6.70781,9.38083,0.078767
"70",606,"Point",607,24.5084,90.8234,5.85,"BADC",270,0.108158,0.116686,12,807.775,16,0.216315,0.108158,1.88363,3.439496,2.682767,6.117466,8.66025,0.080125
"71",612,"Point",613,24.4788,90.8659,7.85,"BADC",-1,0,0.149552,11,5220.09,16,0,0,0,2.397494,0.177442,11.05089,8.66025,0.081497
"72",615,"Point",616,24.4732,90.9395,7.97,"BADC",225,0,0.16535,8,3026.88,16,0,0,0.333097,2.61054,0.562562,8.332336,8.94427,0.071533
"73",630,"Point",631,24.4094,90.8801,7.95,"BADC",116.565,-0.216315,0.128958,11,3631.86,16,-0.162236,0.054079,1.05324,2.896878,1.325728,6.659819,10.7238,0.08674
"74",651,"Point",652,24.1806,90.7361,7.4,"BADC",23.1986,0.108158,0.043311,12,6651.62,6,0.108158,0,1.79322,3.392811,2.524966,6.164116,10.198,0.058611
"75",660,"Point",661,24.132,90.7954,7.1,"BADC",156.801,0.108158,0.039242,19,3842.46,20,0.064894,-0.043263,1.79322,3.392811,2.524966,6.164116,14.6969,0.063617
"76",664,"Point",665,24.1171,90.8249,6.6,"BADC",276.34,0.216315,0.04583,16,2561.27,20,0,-0.216315,2.1319,3.557527,3.127024,5.999542,12.9615,0.064562
"77",665,"Point",666,24.1208,90.7367,7.9,"BADC",173.66,0.108158,0.059293,13,1663.31,6,0.216315,0.108158,2.1319,3.557527,3.127024,5.999542,12.9615,0.058243
"78",667,"Point",668,24.1052,90.8017,7.41,"BADC",135,0.324473,0.045375,18,4020.11,20,0.086526,-0.237947,1.9978,3.495504,2.885121,6.061506,15.4919,0.0627
"79",675,"Point",676,24.081,90.8617,6.4,"BADC",261.87,-0.216315,0.081292,12,2397.19,6,0,0.216315,1.66504,6.689953,17.3831,9.601517,13.4164,0.065047
"80",686,"Point",687,24.0526,90.8113,6.3,"BADC",26.5651,-0.43263,0.078535,17,6062.75,20,-0.335288,0.097342,2.10577,6.030645,13.677112,8.496225,14.6969,0.061988
"81",693,"Point",694,24.0366,90.1737,12.45,"BADC",225,0,0.088502,10,1111.62,6,0,0,0.666172,3.586491,1.50618,8.167356,13.7477,0.059335
"82",702,"Point",703,24.0072,90.5099,12.26,"BADC",-1,0,0.11287,8,1500,5,0,0,0,4.476935,0.617887,13.130332,0,0.02903
"83",706,"Point",707,24.0056,90.518,11.93,"BADC",57.9946,0.43263,0.114551,11,2340,5,0.314929,-0.117701,4.43524,4.268137,7.85213,5.290517,11.4891,0.031651
"84",708,"Point",709,24.0004,90.089,7.81,"BADC",270,-0.108158,0.110984,11,8345.18,6,0,0.108158,0.471065,3.985708,1.558007,9.154406,10.198,0.081592
"85",717,"Point",718,23.9777,90.0503,8.78,"BADC",261.87,0.43263,0.065976,13,8097.61,6,0.216315,-0.216315,1.66504,3.322658,2.305093,6.234221,10.198,0.088662
"86",755,"Point",756,23.924,90.2039,11.81,"BADC",-1,0,0.108233,10,1145.51,16,0,0,0,2.061022,0.145004,10.714418,12.49,0.065689
"87",757,"Point",758,23.9109,90.6589,5.44,"BADC",329.036,-0.108158,0.147271,12,4951.82,5,-0.033279,0.074878,2.74472,4.493602,6.495824,6.450077,11.1803,0.050455
"88",764,"Point",765,23.8931,90.8775,8.3,"BADC",180,0,0.152565,8,976.729,4,0,0,0.471065,4.391173,1.98712,9.559872,10.9545,0.054639
"89",770,"Point",771,23.8967,89.7436,7.65,"BADC",288.435,-0.108158,0.210285,9,1973.63,4,0,0.108158,0.744795,3.684191,1.710117,8.069668,8.94427,0.09058
"90",803,"Point",804,23.8226,89.346,4.3,"BADC",315,0,0.099453,12,7517.62,9,0,0,0.333097,3.303688,0.852684,9.025483,7.2111,0.050319
"91",812,"Point",813,23.7962,90.0521,7,"BADC",71.565,0.108158,0.116248,12,2860.24,16,0,-0.108158,0.744795,2.585579,0.884613,6.971056,14.2478,0.084492
"92",833,"Point",834,23.7542,90.0105,6.93,"BADC",30.9638,-0.216315,0.122283,15,1697.06,5,-0.07571,0.140605,2.74472,4.493602,6.495824,6.450077,14.2478,0.064422
"93",838,"Point",839,23.7535,89.3406,3.55,"BADC",326.31,0.216315,0.126243,18,3018.69,8,0.108158,-0.108158,1.69799,3.341166,2.361172,6.215725,15.4919,0.043674
"94",850,"Point",851,23.7385,89.3866,3.85,"BADC",135,0.108158,0.138253,16,6271.79,9,0,-0.108158,0.666172,2.487879,0.77912,7.068743,16.7033,0.043727
"95",852,"Point",853,23.727,89.3832,2.85,"BADC",-1,0,0.127934,11,5104.23,9,0,0,0,4.610467,0.669429,13.263863,6.9282,0.043188
"96",860,"Point",861,23.7111,89.6465,3.61,"BADC",90,-0.43263,0.08216,14,5227.92,9,-0.216315,0.216315,1.41294,3.168455,1.886685,6.38834,12.9615,0.031013
"97",903,"Point",904,23.4488,90.2935,5.52,"BADC",45,-0.216315,0.085367,4,1945.38,4,-0.135197,0.081118,0.999202,4.794785,4.003334,8.65372,6.32456,0.031445
"98",909,"Point",910,25.1359,91.5823,5.9,"BADC",-1,0,0.038434,16,9175.93,7,0,0,0,6.00066,1.541546,14.654056,10.247,0.025814
"99",912,"Point",913,25.0094,91.5752,5,"BADC",318.576,-0.540788,0.119454,13,3001.35,5,-0.126623,0.414164,5.32463,5.834406,1.3488,6.497739,18.4391,0.022433
"100",1034,"Point",1035,25.9268,88.7104,9.1,"BADC",322.125,0,0.134566,50,1361.95,27,0.081118,0.081118,2.68358,3.778693,4.166386,5.778657,24.7386,0.117957
"101",1158,"Point",1159,25.767,88.8399,8.95,"BADC",341.565,0.108158,0.125749,44,3229.43,7,0,-0.108158,0.744795,2.585579,0.884613,6.971056,22.9783,0.046804
"102",1214,"Point",1215,25.6612,88.6717,8.75,"BADC",45,-0.324473,0.154834,36,469.574,7,-0.043263,0.28121,2.66289,7.267728,2.3513,9.282625,23.516,0.065608
"103",1232,"Point",1233,25.6189,88.9076,8.97,"BADC",18.4349,-0.108158,0.124604,35,780,3,0,0.108158,0.744795,3.684191,1.710117,8.069668,19.3649,0.029845
"104",1234,"Point",1235,25.6168,88.9537,4.89,"BADC",-1,0,0.136027,34,256.32,3,0,0,0,2.061022,0.145004,10.714418,11.8322,0.032508
"105",1239,"Point",1240,25.613,89.3122,9.95,"BADC",35.5377,-0.324473,0.093926,31,1955.76,7,-0.151421,0.173052,2.02533,4.894848,6.741517,7.434762,13.7477,0.131948
"106",1260,"Point",1261,25.5615,89.0092,8.95,"BADC",71.565,-0.216315,0.152998,34,720,7,0,0.216315,1.48934,3.217743,2.011436,6.339076,20.4939,0.04359
"107",1275,"Point",1276,25.5003,88.6811,4.67,"BADC",-1,0,0.06945,32,1618.05,3,0,0,0,1.837878,0.126833,10.491274,14.1774,0.034284
"108",1295,"Point",1296,25.4395,88.9192,7.1,"BADC",-1,0,0.044346,30,4700.05,3,0,0,0,1.837878,0.126833,10.491274,13.7477,0.019275
"109",1299,"Point",1300,25.4311,88.9293,5.15,"BADC",258.69,0.216315,0.047958,34,3372.03,6,0.216315,0,1.20084,3.01735,1.550384,6.539385,18.0278,0.020304
"110",1307,"Point",1308,25.4059,88.9538,7.2,"BADC",168.69,-0.216315,0.046892,29,942.019,6,-0.07571,0.140605,2.40062,4.769954,7.007326,6.984468,17.4642,0.018321
"111",1312,"Point",1313,25.3949,89.1982,6.95,"BADC",-1,0,0.126062,26,60,7,0,0,0,4.006932,0.466055,12.660328,18.6548,0.065564
"112",1316,"Point",1317,25.3834,89.1334,5.8,"BADC",206.565,-0.108158,0.113411,28,3369.9,3,0,0.108158,1.05324,7.824132,4.06379,11.587073,19.2873,0.047154
"113",1340,"Point",1341,25.3267,89.0987,5.9,"BADC",26.5651,0.216315,0.098674,27,894.986,3,0.108158,-0.108158,1.05324,2.896878,1.325728,6.659819,7.28011,0.030057
"114",1355,"Point",1356,25.2913,89.0547,5.82,"BADC",18.4349,-0.324473,0.072853,26,4394.56,3,-0.194684,0.129789,2.23338,5.68148,11.536547,8.034518,18.3303,0.014481
"115",1358,"Point",1359,25.287,89.1225,5.25,"BADC",225,-0.216315,0.098217,23,720,3,-0.081118,0.135197,0.999202,2.848875,1.245555,6.70781,14.1421,0.031598
"116",1373,"Point",1374,25.2624,89.1281,4.86,"BADC",45,0,0.09673,25,942.019,3,0,0,0.666172,2.487879,0.77912,7.068743,14.4222,0.028919
"117",1374,"Point",1375,25.259,89.3279,7.76,"BADC",243.435,-0.324473,0.119487,24,2510.34,7,-0.086526,0.237947,2.10577,5.155177,8.088494,7.620756,18,0.10729
"118",1376,"Point",1377,25.25,89.113,4.77,"BADC",239.036,-0.43263,0.088833,23,169.706,3,-0.189276,0.243354,1.37315,4.528086,4.186891,7.801286,14.1421,0.028919
"119",1383,"Point",1384,25.2167,89.244,4,"BADC",324.462,-0.324473,0.121104,25,5299.48,3,-0.064894,0.259578,2.02533,5.117992,7.707324,7.657906,14.6969,0.077145
"120",1389,"Point",1390,25.1541,89.2412,4.3,"BADC",-1,0,0.112991,24,6704.58,3,0,0,0,7.216623,3.197481,15.870019,14.4222,0.062631
"121",1393,"Point",1394,25.1111,89.2881,4.2,"BADC",-1,0,0.091689,22,30,3,0,0,0,3.159634,0.280318,11.81303,9.59166,0.072604
"122",1403,"Point",1404,26.3131,89.0319,9,"BADC",141.34,0.216315,0,62,20774.6,7,0.108158,-0.108158,3.01358,3.890926,4.819,5.666622,22.2711,0.12
"123",1450,"Point",1451,25.0527,89.4527,8.35,"BADC",303.69,-0.324473,0.144812,21,3949.65,6,-0.086526,0.237947,1.69799,6.47666,15.494027,9.35122,18.5203,0.108039
"124",1451,"Point",1452,25.0423,88.52,6.1,"BADC",-1,0,0.055585,32,2478.23,3,0,0,0,2.648808,0.20632,11.302204,20.199,0.056178
