"","FID","Shape *","Serial","Lat","Long","GWL18","Type","Aspect","Curvature","Drainage_density","Elevation","Distance_from_stream","Lithology","Plan_curvature","Profile_curvature","Slope_degree","SPI1","STI1","TWI1","TRI","Sy"
"249",2766,"Point",2767,25.627,88.842,3.3528,"DPHE",225,0,0.096758,38,4350.41,7,0,0,0.333097,4.219978,1.477584,9.941773,21.9089,0.027677
"250",2768,"Point",2769,25.263,89.745,23.091648,"DPHE",45,0,0.146597,24,3994.06,4,0,0,0.333097,5.21323,2.681455,10.935025,16.2788,0.121943
"251",2770,"Point",2771,25.253,89.384,8.0772,"DPHE",326.31,-0.108158,0.120955,25,4163.95,7,-0.086526,0.021632,1.69799,3.341166,2.361172,6.215725,12.1244,0.120405
"252",2771,"Point",2772,25.171,89.518,19.495008,"DPHE",282.995,-0.216315,0.126524,24,1092.02,6,-0.091934,0.124381,3.13932,5.02921,9.80751,6.725644,16.9706,0.130747
"253",2774,"Point",2775,25.95,89.53,11.5824,"DPHE",45,0,0.035563,32,2250,7,0,0,0.333097,1.917393,0.371152,7.639188,11.3137,0.135471
"254",2775,"Point",2776,25.65,89.84,22.86,"DPHE",0,-0.108158,0.084906,26,6831.84,6,0,0.108158,0.471065,3.985708,1.558007,9.154406,10.3923,0.118695
"255",2776,"Point",2777,25.667,89.696,12.192,"DPHE",18.4349,-0.108158,0.152498,25,1020,4,0,0.108158,0.744795,4.888164,3.521706,9.273641,12.6095,0.121635
"256",2777,"Point",2778,25.875,89.334,12.192,"DPHE",206.565,0.324473,0.082118,34,300,7,0.302841,-0.021632,2.10577,3.545739,3.079539,6.011318,20.4939,0.151431
"257",2781,"Point",2782,25.166,88.628,7.493,"DPHE",14.0362,0,0.012894,36,9861.97,3,0,0,1.94155,3.4683,2.785001,6.088685,26.3249,0.059219
"258",2787,"Point",2788,24.635,88.138,6.5532,"DPHE",143.13,-0.216315,0.055985,21,2210.45,4,-0.108158,0.108158,2.35405,6.050415,14.91105,8.30255,17.3494,0.025755
"259",2792,"Point",2793,24.423,88.62,5.4864,"DPHE",194.036,0.108158,0.051638,21,8547.89,6,0.086526,-0.021632,1.94155,3.4683,2.785001,6.088685,11.3578,0.024861
"260",2795,"Point",2796,25.502,89.412,12.192,"DPHE",-1,0,0.099874,27,2310.19,7,0,0,0,2.243343,0.161766,10.896739,16.5831,0.124619
"261",2813,"Point",2814,26.078,88.386,18.288,"DPHE",-1,0,0.06599,59,6006.37,27,0,0,0,5.858755,1.415727,14.512152,22.0907,0.149647
"262",2815,"Point",2816,26.009,88.493,7.62,"DPHE",261.87,-0.216315,0.060529,54,3891.34,27,0,0.216315,1.66504,4.42127,4.456164,7.332834,23.7697,0.148971
"263",2819,"Point",2820,24.172,91.33,8.8392,"DPHE",71.565,-0.108158,0.056078,9,3280.3,16,0,0.108158,0.744795,6.862245,11.512048,11.247722,9.38083,0.045102
"264",2821,"Point",2822,24.3,91.838,3.2766,"DPHE",90,-0.108158,0.03002,32,4377.33,19,-0.043263,0.064894,1.88363,4.132643,4.066314,6.810613,22.6274,0.055114
"265",2823,"Point",2824,24.59,92.03,7.0104,"DPHE",258.69,0.216315,0.108923,19,2363.15,16,0.135197,-0.081118,1.20084,3.01735,1.550384,6.539385,15.6525,0.042972
"266",2826,"Point",2827,24.58,91.25,8.8392,"DPHE",-1,0,0.146647,8,330,5,0,0,0,1.837878,0.126833,10.491274,7.54983,0.027597
"267",2827,"Point",2828,24.899,92.169,3.2766,"DPHE",-1,0,0.042835,17,7276.16,16,0,0,0,2.061022,0.145004,10.714418,8.48528,0.040146
"268",2845,"Point",2846,24.62,89.39,6.64,"BWDB",69.444,-0.43263,0.058693,18,5142.62,3,-0.173052,0.259578,4.01827,4.864472,10.501658,6.080109,16.5227,0.018527
"269",2846,"Point",2847,24.89,89.34,5.61,"BWDB",255.964,-0.648945,0.095441,20,7206.5,3,-0.103998,0.544948,3.87866,11.732109,2.1113,13.016837,21,0.042198
"270",2848,"Point",2849,24.98,89.26,2.97,"BWDB",-1,0,0.095037,20,721.249,3,0,0,0,1.144731,0.083679,9.798127,9.16515,0.020281
"271",2849,"Point",2850,25.13,89.06,7.12,"BWDB",265.601,0.216315,0.073941,24,5178.89,3,0.216315,0,3.0681,3.90832,4.928873,5.649263,15.3297,0.014828
"272",2854,"Point",2855,24.82,89.51,4.61,"BWDB",35.5377,0.108158,0.131638,18,296.985,16,0.108158,0,2.02533,3.508554,2.934416,6.048468,13.9642,0.072153
"273",2862,"Point",2863,25.06,89.32,5.12,"BWDB",146.31,0.108158,0.090926,24,2855.68,6,0.086526,-0.021632,1.69799,3.341166,2.361172,6.215725,15.6525,0.076465
"274",2867,"Point",2868,25.23,89.01,5.39,"BWDB",-1,0,0.073037,25,7670.74,6,0,0,0,1.550196,0.106726,10.203592,10.198,0.014895
"275",2868,"Point",2869,24.87,89.45,4.22,"BWDB",108.435,0.324473,0.086826,23,1440.62,16,0,-0.324473,2.97667,3.878977,4.744939,5.678547,14.3178,0.06547
"276",2869,"Point",2870,25.12,89.12,7,"BWDB",341.565,0.108158,0.07,26,823.772,3,0,-0.108158,0.744795,2.585579,0.884613,6.971056,14.1421,0.022078
"277",2870,"Point",2871,24.68,89.38,6.58,"BWDB",315,0.216315,0.047009,23,4526.42,3,0.081118,-0.135197,1.66504,3.322658,2.305093,6.234221,14.6629,0.024075
"278",2871,"Point",2872,21.88,92.13,3.49,"BWDB",222.797,0.648945,0.075793,86,5550,23,0.297433,-0.351512,8.60182,4.92543,18.252309,4.638863,83.6182,0.047585
"279",2875,"Point",2876,23.46,91.23,12.19,"BWDB",-1,0,0.011345,15,13062.1,14,0,0,0,2.243343,0.161766,10.896739,9.94987,0.056585
"280",2886,"Point",2887,23.2,90.78,1.45,"BWDB",122.471,0.216315,0.075924,13,6879.43,16,0.151421,-0.064894,3.0681,3.90832,4.928873,5.649263,14.9666,0.038046
"281",2893,"Point",2894,23.81,91.19,6.14,"BWDB",294.444,0.216315,0.073853,10,5070.35,16,0.124381,-0.091934,2.84368,3.834709,4.480291,5.722734,12.1244,0.038853
"282",2908,"Point",2909,23.65,90.51,20.05,"BWDB",270,0.324473,0.153989,9,1026.16,6,0.216315,-0.108158,0.942067,2.795484,1.162064,6.761189,8.48528,0.032031
"283",2913,"Point",2914,23.83,90.07,7.8,"BWDB",300.964,-0.324473,0.096245,12,3997.21,16,-0.194684,0.129789,1.37315,3.834938,2.762318,7.108139,12.49,0.096082
"284",2915,"Point",2916,24.22,90.48,6,"BWDB",-1,0,0.101335,19,5273.26,20,0,0,0,1.837878,0.126833,10.491274,6.245,0.012616
"285",2945,"Point",2946,23.92,90.94,3.64,"BWDB",8.97263,1.94684,0.127861,15,600,4,0.86526,-1.08158,4.52126,4.287007,8.045871,5.271727,13.7477,0.055834
"286",2950,"Point",2951,24.16,90.67,5.74,"BWDB",206.565,-0.216315,0.084134,14,6472.84,20,-0.162236,0.054079,1.05324,5.461828,6.177608,9.224769,10.583,0.047141
"287",2951,"Point",2952,23.99,90.68,2.64,"BWDB",293.199,0.108158,0.117211,15,3351.69,20,0.108158,0,1.79322,3.392811,2.524966,6.164116,12.9615,0.050919
"288",2985,"Point",2986,25.57,88.67,4.87,"BWDB",45,0.216315,0.107877,37,1442.5,3,0.081118,-0.135197,0.999202,2.848875,1.245555,6.70781,19.105,0.029883
"289",3004,"Point",3005,25.75,88.71,8.92,"BWDB",116.565,0.216315,0.158885,43,618.466,7,0.108158,-0.108158,1.05324,2.896878,1.325728,6.659819,18.3303,0.077092
"290",3007,"Point",3008,25.59,88.9,6.85,"BWDB",-1,0,0.123141,35,4042.1,3,0,0,0,3.284797,0.30218,11.938193,12,0.025444
"291",3023,"Point",3024,25.29,89.23,6.6,"BWDB",315,-0.216315,0.120887,27,2336.54,3,-0.162236,0.054079,0.666172,3.181026,1.180925,7.761891,12.8452,0.073069
"292",3037,"Point",3038,23.77,89.41,7.76,"BWDB",11.3099,-0.216315,0.121875,11,7089.78,9,0,0.216315,1.20084,3.710497,2.349943,7.232532,6.9282,0.048891
"293",3075,"Point",3076,23.72,89.46,2.37,"BWDB",123.69,-0.108158,0.134092,10,300,16,0,0.108158,1.69799,4.950603,6.201684,7.825163,12.49,0.033203
"294",3092,"Point",3093,23.55,89.8,8.02,"BWDB",135,0,0.039076,10,4496.8,9,0,0,0.333097,3.996835,1.292427,9.71863,13.7477,0.035182
"295",3122,"Point",3123,24.76,89.97,4.88,"BWDB",-1,0,0.067186,18,3000.15,16,0,0,0,3.341955,0.312723,11.995352,0,0.097893
"296",3139,"Point",3140,23.39,89.15,6.465,"BWDB",271.848,0.216315,0.099798,18,3890.76,5,0.216315,0,7.26627,5.449758,4.315956,5.49863,19.6214,0.03
"297",3143,"Point",3144,23.45,88.98,6.625,"BWDB",45,-0.216315,0.067418,14,4065.53,9,-0.108158,0.108158,1.33216,4.905319,5.147754,8.23497,12.4499,0.03
"298",3146,"Point",3147,23.73,89.27,10.16,"BWDB",-1,0,0.118836,12,989.545,9,0,0,0,3.090641,0.268951,11.744037,7.2111,0.03739
"299",3155,"Point",3156,23.47,89.36,7.715,"BWDB",108.435,-0.108158,0.139188,9,2777.71,9,0,0.108158,0.744795,8.544004,2.8854,12.929481,6.32456,0.03
"300",3156,"Point",3157,23.48,89.36,9.04,"BWDB",-1,0,0.148661,9,3795.92,9,0,0,0,2.061022,0.145004,10.714418,7.93725,0.03
"301",3168,"Point",3169,23.06,89.41,7.63,"BWDB",-1,0,0.077827,5,6689.73,9,0,0,0,1.550196,0.106726,10.203592,7.48331,0.02645
"302",3169,"Point",3170,23.33,89.16,7.825,"BWDB",-1,0,0.068607,10,1294.18,9,0,0,0,7.881105,4.763832,16.534501,0,0.030143
"303",3191,"Point",3192,23.91,89.23,9.065,"BWDB",201.801,0,0.093371,16,2070,9,-0.118973,-0.118973,2.53517,4.416968,5.881214,6.526594,15.6525,0.035013
"304",3204,"Point",3205,23.96,88.99,5.07,"BWDB",-1,0,0.098155,16,4943.54,5,0,0,0,2.754169,0.219784,11.407565,0,0.030616
"305",3207,"Point",3208,23.65,88.78,6.13,"BWDB",266.987,0.43263,0.065639,18,4448.2,9,0.326553,-0.106078,4.47231,4.276312,7.935491,5.282376,14.2829,0.02923
"306",3225,"Point",3226,24.01,88.98,4.075,"BWDB",198.435,0.324473,0.108163,24,5287.67,9,0.216315,-0.108158,0.744795,2.585579,0.884613,6.971056,18.3303,0.030939
"307",3226,"Point",3227,23.71,88.84,5.05,"BWDB",296.565,-0.216315,0.063982,15,2619.47,9,-0.108158,0.108158,1.05324,3.590025,2.009427,7.352967,9.94987,0.029426
"308",3227,"Point",3228,23.82,89.34,9.495,"BWDB",203.199,-0.324473,0.099098,12,6851.18,9,-0.108158,0.216315,1.79322,4.779105,5.800848,7.55041,12.0416,0.050319
"309",3229,"Point",3230,23.81,88.99,5.335,"BWDB",-1,0,0.079315,15,4714.11,9,0,0,0,1.837878,0.126833,10.491274,8,0.029822
"310",3230,"Point",3231,23.93,89.02,4.445,"BWDB",0,-0.324473,0.112638,17,3578.06,5,-0.216315,0.108158,2.35405,5.038814,8.126595,7.290949,16.5227,0.029562
"311",3237,"Point",3238,24.05,88.75,7.76,"BWDB",243.435,0.108158,0.006699,21,11438.5,9,0,-0.108158,1.05324,5.094103,4.9545,8.857044,15.4919,0.037143
"312",3242,"Point",3243,24.95,90.75,5.99,"BWDB",150.945,0.324473,0.123077,13,1884.52,5,0.158076,-0.166396,2.42357,3.680489,3.668041,5.87672,11.6189,0.041053
"313",3244,"Point",3245,25.08,90.7,4.01,"BWDB",-1,0,0.098708,15,7207.81,7,0,0,0,2.397494,0.177442,11.05089,0,0.024093
"314",3246,"Point",3247,24.74,90.82,5.39,"BWDB",-1,0,0.095666,11,2694.16,16,0,0,0,1.550196,0.106726,10.203592,13.2288,0.059904
"315",3254,"Point",3255,24.47,90.71,5.62,"BWDB",261.87,0,0.087001,14,2518.03,16,0,0,1.66504,4.015805,3.493868,6.927369,12.0416,0.075516
"316",3256,"Point",3257,24.91,90.34,4.74,"BWDB",161.565,0.108158,0.097217,19,7271.71,6,0,-0.108158,0.744795,2.585579,0.884613,6.971056,12,0.079799
"317",3258,"Point",3259,25.08,90.37,5.32,"BWDB",-1,0,0.090553,13,330,7,0,0,0,0.451584,0.055207,9.10498,9.32738,0.068744
"318",3261,"Point",3262,24.86,90.77,5.27,"BWDB",191.31,0.324473,0.1054,14,2969.39,16,0.216315,-0.108158,2.40062,3.671342,3.624763,5.885856,14.2478,0.051618
"319",3265,"Point",3266,24.55,90.68,5.92,"BWDB",-1,0,0.073492,12,192.094,5,0,0,0,4.363607,0.577269,13.017003,0,0.074086
"320",3273,"Point",3274,24.97,90.46,3.11,"BWDB",24.444,0.108158,0.136592,17,2220,6,-0.041599,-0.149757,2.84368,3.834709,4.480291,5.722734,18.2483,0.061674
"321",3274,"Point",3275,25.04,90.32,6.67,"BWDB",-1,0,0.096247,15,3288.66,5,0,0,0,3.016533,0.257254,11.669929,14.6969,0.077526
"322",3277,"Point",3278,25.15,90.68,2.89,"BWDB",309.289,0.108158,0.014178,22,13306.2,7,0.147094,0.038937,3.34382,3.991954,5.492998,5.565813,18.3303,0.01735
"323",3280,"Point",3281,24.71,90.27,4.5,"BWDB",-1,0,0.096963,16,7599.95,14,0,0,0,3.747421,0.398855,12.400817,10.247,0.080848
"324",3284,"Point",3285,24.59,91.1,5.04,"BWDB",-1,0,0.168054,7,2030.27,5,0,0,0,1.144731,0.083679,9.798127,3.87298,0.038736
"325",3286,"Point",3287,24.26,91.04,2.79,"BWDB",251.565,0.216315,0.157173,10,4859.63,5,0.108158,-0.108158,2.97667,3.878977,4.744939,5.678547,12.1244,0.052984
"326",3289,"Point",3290,24.36,90.7,2.11,"BWDB",150.945,0.324473,0.059234,18,6540,6,0.151421,-0.173052,2.42357,3.680489,3.668041,5.87672,13.8564,0.069411
"327",3291,"Point",3292,24.51,90.8,4.96,"BWDB",-1,0,0.089192,11,1282.65,5,0,0,0,0.451584,0.055207,9.10498,0,0.079624
"328",3292,"Point",3293,24.24,90.86,2.91,"BWDB",-1,0,0.075863,12,5124.47,16,0,0,0,0.451584,0.055207,9.10498,10.583,0.073389
"329",3293,"Point",3294,24.46,90.98,3.145,"BWDB",-1,0,0.159745,5,670.82,16,0,0,0,1.837878,0.126833,10.491274,3.31662,0.061466
"330",3294,"Point",3295,24.91,90.7,4.565,"BWDB",225,0.108158,0.142514,14,4631.77,6,0,-0.108158,0.666172,2.487879,0.77912,7.068743,10.583,0.048362
"331",3295,"Point",3296,24.85,90.47,4.205,"BWDB",-1,0,0.073968,14,2598.25,5,0,0,0,1.550196,0.106726,10.203592,5.38516,0.075217
"332",3296,"Point",3297,24.37,90.44,3.865,"BWDB",45,0,0.125777,11,1718.4,20,0,0,0.333097,4.913126,2.239599,10.634921,11.6189,0.034939
"333",3297,"Point",3298,24.61,90.59,2.07,"BWDB",225,0,0.084786,14,5833.05,6,0,0,0.333097,4.4023,1.648394,10.124095,7.74597,0.074124
"334",3298,"Point",3299,24.36,90.36,7.28,"BWDB",90,-0.108158,0.081335,15,3472.88,20,0,0.108158,0.942067,5.280391,5.161058,9.246095,16.0935,0.014352
"335",3299,"Point",3300,24.83,90.71,6.65,"BWDB",270,0.108158,0.091419,14,2710.65,16,0,-0.108158,0.942067,2.795484,1.162064,6.761189,12.4499,0.061361
"336",3302,"Point",3303,24.4,90.6,5.96,"BWDB",135,0.216315,0.112196,16,3510,14,0.135197,-0.081118,0.999202,2.848875,1.245555,6.70781,9.64365,0.055231
"337",3323,"Point",3324,23.99,89.23,7.15,"BWDB",85.6013,0,0.086156,16,6780,4,0.070302,0.070302,3.0681,3.90832,4.928873,5.649263,14.6969,0.029747
"338",3326,"Point",3327,24.02,89.65,5.715,"BWDB",45,0.43263,0.193241,12,450,6,0.189276,-0.243354,1.66504,3.322658,2.305093,6.234221,10.7238,0.073312
"339",3335,"Point",3336,24.07,89.04,5.16,"BWDB",212.005,-0.108158,0.079029,22,1590,4,-0.216315,-0.108158,4.43524,4.268137,7.85213,5.290517,25.2389,0.029512
"340",3336,"Point",3337,24.09,89.08,6.965,"BWDB",45,0.757103,0.076494,26,5217.24,4,0.43263,-0.324473,0.666172,2.487879,0.77912,7.068743,18.7617,0.028977
"341",3391,"Point",3392,25.47,89.46,5.6,"BWDB",-1,0,0.095135,25,660,7,0,0,0,3.496106,0.343027,12.149502,7.14143,0.121648
"342",3399,"Point",3400,25.14,88.92,6.82,"BWDB",270,-0.216315,0.046898,23,6460.67,6,-0.162236,0.054079,0.942067,6.784468,12.725249,10.750173,12.1244,0.026653
"343",3401,"Point",3402,25.09,88.92,6.08,"BWDB",90,-0.108158,0.055839,22,2905.05,6,0,0.108158,0.942067,5.360434,5.41497,9.326138,15.3297,0.035105
"344",3408,"Point",3409,25.02,88.45,4.4,"BWDB",180,-0.108158,0.030491,22,2422.58,3,0,0.108158,2.82417,5.437485,11.666407,7.338822,20,0.050515
"345",3410,"Point",3411,25.02,88.95,6.59,"BWDB",135,0.324473,0.10253,22,3907.49,6,0.216315,-0.108158,0.333097,1.917393,0.371152,7.639188,13.5647,0.039378
"346",3420,"Point",3421,24.34,88.77,4.88,"BWDB",-1,0,0.020934,19,8603.25,6,0,0,0,5.826862,1.388893,14.480258,8.7178,0.040988
"347",3432,"Point",3433,24.97,88.47,7.37,"BWDB",11.3099,0.108158,0.033595,29,1379.02,3,0,-0.108158,1.20084,3.01735,1.550384,6.539385,19.6214,0.04558
"348",3437,"Point",3438,25.1,88.72,6.96,"BWDB",251.565,-0.108158,0.040398,24,4784.41,3,0,0.108158,0.744795,9.951392,5.3597,14.336869,15.9687,0.057876
"349",3439,"Point",3440,24.9,88.73,7.14,"BWDB",-1,0,0.101596,20,5422.62,6,0,0,0,2.243343,0.161766,10.896739,9.16515,0.064137
"350",3448,"Point",3449,24.49,88.88,7.19,"BWDB",338.199,-0.108158,0.096215,17,300,6,-0.033279,0.074878,2.53517,3.723821,3.880154,5.833447,12,0.032578
"351",3449,"Point",3450,24.38,88.88,5.26,"BWDB",324.462,0.324473,0.058398,20,2761.47,6,0.064894,-0.259578,2.02533,3.508554,2.934416,6.048468,13.9642,0.035558
"352",3455,"Point",3456,24.84,88.19,7.29,"BWDB",-1,0,0.033557,25,4255.03,6,0,0,0,4.08917,0.489629,12.742566,19.6214,0.027956
"353",3457,"Point",3458,24.68,88.22,4.83,"BWDB",-1,0,0.084962,22,5580.08,16,0,0,0,0.451584,0.055207,9.10498,13.8564,0.021465
"354",3466,"Point",3467,24.47,89.14,7.405,"BWDB",258.69,0,0.158787,15,2522.32,6,0.086526,0.086526,2.40062,3.671342,3.624763,5.885856,11.3137,0.033424
"355",3472,"Point",3473,24.34,88.69,6.32,"BWDB",333.435,-0.216315,0.015639,20,9137.45,4,-0.108158,0.108158,1.05324,3.590025,2.009427,7.352967,9.16515,0.038558
"356",3474,"Point",3475,24.28,88.74,9.16,"BWDB",-1,0,0.002463,11,558.6,4,0,0,0,3.016533,0.257254,11.669929,0,0.046281
"357",3479,"Point",3480,24.61,88.13,5.44,"BWDB",90,-0.108158,0.05172,19,1288.6,4,0,0.108158,0.471065,9.144763,3.1393,14.313462,14.6629,0.025722
"358",3480,"Point",3481,24.7,88.12,4.92,"BWDB",-1,0,0.020973,24,9638.36,6,0,0,0,3.542626,0.352736,12.196022,10,0.027113
"359",3481,"Point",3482,24.76,88.22,7.39,"BWDB",26.5651,-0.108158,0.062943,24,2388.91,6,0,0.108158,1.05324,3.590025,2.009427,7.352967,10,0.02289
"360",3492,"Point",3493,24.97,88.97,7.01,"BWDB",171.87,0,0.118102,21,3819.44,3,0,0,1.66504,3.322658,2.305093,6.234221,11.3578,0.04673
"361",3496,"Point",3497,24.18,91.36,4.69,"BWDB",8.1301,0.108158,0.049179,21,6323.24,5,-0.108158,-0.216315,1.66504,3.322658,2.305093,6.234221,19.6723,0.046217
"362",3499,"Point",3500,24.21,91.73,3.565,"BWDB",52.5946,0.43263,0.008423,76,9788,19,0.402488,-0.030142,14.785,6.170527,5.2354,4.795188,74.2967,0.058559
"363",3502,"Point",3503,24.23,91.74,0.7,"BWDB",177.51,-0.757103,0.010682,71,8237.34,19,-0.540788,0.216315,5.40639,6.0726,5.1429,6.705923,65.7343,0.058352
"364",3509,"Point",3510,24.32,91.83,1.745,"BWDB",270,-0.108158,0.043575,31,4153.89,19,0,0.108158,0.471065,5.595146,4.092149,10.763844,22.2711,0.054002
"365",3512,"Point",3513,24.62,91.91,2.11,"BWDB",315,0.108158,0.150184,24,3325.81,5,0.166396,0.058239,3.32727,3.987126,5.458746,5.570631,24,0.039305
"366",3515,"Point",3516,24.64,92.02,2.53,"BWDB",300.964,-0.108158,0.130751,15,300,5,-0.033279,0.074878,2.74472,3.800455,4.285645,5.75693,10.9545,0.041117
"367",3519,"Point",3520,24.92,91.69,6.52,"BWDB",-1,0,0.119636,12,2457.99,16,0,0,0,2.849479,0.232719,11.502875,7.2111,0.026773
"368",3522,"Point",3523,24.74,91.76,4.05,"BWDB",330.945,0.108158,0.095969,23,10883.1,16,0.069221,-0.038937,4.83849,4.353708,8.769403,5.205335,21.2368,0.029799
"369",3535,"Point",3536,24.5,90.05,4.11,"BWDB",82.875,-0.324473,0.119473,19,3375.23,20,-0.11452,0.209953,3.79239,6.311956,4.67525,7.640596,24,0.056835
"370",3542,"Point",3543,24.36,90.05,8.74,"BWDB",45,0.216315,0.124159,12,488.365,16,0,0,0.333097,1.917393,0.371152,7.639188,8.66025,0.065613
"371",3543,"Point",3544,24.43,90.07,5.785,"BWDB",351.87,0.324473,0.118144,30,2665.95,20,0.194684,-0.129789,1.66504,3.322658,2.305093,6.234221,25.4558,0.053486
"372",3544,"Point",3545,24.25,90.23,5.34,"BWDB",173.66,-0.216315,0.051555,14,1355.32,20,0,0.216315,2.1319,6.958724,5.2204,9.400739,18.2483,0.026023
"373",3547,"Point",3548,24.51,90.11,5.785,"BWDB",295.346,0,0.076284,19,1795.24,20,0.074756,0.074756,4.93963,4.374084,9.002992,5.185062,18.9737,0.0397
"374",3549,"Point",3550,24.48,90,6.43,"BWDB",101.31,0.648945,0.141545,37,4593.53,5,0.216315,-0.43263,1.20084,3.01735,1.550384,6.539385,28.1425,0.075526
"375",3569,"Point",3570,22.206,91.152,23.091648,"DPHE",-1,0,0,5,2258.52,13,0,0,0,2.397494,0.177442,11.05089,8.66025,0.040488
"376",3574,"Point",3575,22.17,91.09,1.28,"BWDB",324.462,-0.108158,0,5,6208.57,13,-0.064894,0.043263,2.02533,3.508554,2.934416,6.048468,10.247,0.040712
